id;SoldToNumber;SoldToName;ShipToNumber;ShipToName;ShipToCity;ShipToCountry;Product;SellerNumber;SellerName;CMSCNumber;CMSCName
27;1000293;Oleon N.V.;2136596;Oleon SAS;Venette;France;2-Ethyl Hexanol;60051;Johan Rinckhout;100091;Nicole Krawczyk
28;1000294;Huntsman Advanced Materials;2001748;HAM (Europe) BVBA Bergkamen;Bergkamen;Germany;TCD Diamine;60025;Bodo Ott;101089;Silke Gertz
29;1000306;Caldic Belgium N.V.;2130255;Caldic Belgium N.V.;Hemiksem;Belgium;1,3-Butylene Glycol;60051;Johan Rinckhout;100091;Nicole Krawczyk
30;1000306;Caldic Belgium N.V.;2130255;Caldic Belgium N.V.;Hemiksem;Belgium;N-Butanol;60051;Johan Rinckhout;100091;Nicole Krawczyk
31;1000306;Caldic Belgium N.V.;2130255;Caldic Belgium N.V.;Hemiksem;Belgium;N-Propanol;60051;Johan Rinckhout;100091;Nicole Krawczyk
32;1000306;Caldic Belgium N.V.;2130255;Caldic Belgium N.V.;Hemiksem;Belgium;N-Butyl Acetate;60051;Johan Rinckhout;100091;Nicole Krawczyk
33;1000307;Umicore Specialty Chemicals;2131713;Umicore Specialty Materials;Brugge;Belgium;N-Butanol;60051;Johan Rinckhout;100091;Nicole Krawczyk
34;1000307;Umicore Specialty Chemicals;2131713;Umicore Specialty Materials;Brugge;Belgium;2-Ethyl Hexanol;60051;Johan Rinckhout;100091;Nicole Krawczyk
35;1000307;Umicore Specialty Chemicals;2131713;Umicore Specialty Materials;Brugge;Belgium;2-Ethylhexanoic Acid;60051;Johan Rinckhout;100091;Nicole Krawczyk
36;1000311;Arteco N.V./S.A.;2000240;Arteco N.V.;Schoten;Belgium;2-Ethylhexanoic Acid;60051;Johan Rinckhout;100091;Nicole Krawczyk
37;1000311;Arteco N.V./S.A.;2000240;Arteco N.V.;Schoten;Belgium;Isononanoic Acid;60051;Johan Rinckhout;100091;Nicole Krawczyk
38;1000311;Arteco N.V./S.A.;2137596;Cepsa Comercial Petroleo S.A.;Paterna (Valencia);Spain;2-Ethylhexanoic Acid;60051;Johan Rinckhout;100091;Nicole Krawczyk
39;1000312;Afton Chemical SPRL;2074503;Afton Chemical Limited;Gent Sint Kruis-Winkel;Belgium;Nonanal;60005;Andrew Lawson;100091;Nicole Krawczyk
40;1000312;Afton Chemical SPRL;2130601;Afton Chemical Limited;Ecaussinnes-Lalaing;Belgium;I-Butanol;60005;Andrew Lawson;100091;Nicole Krawczyk
41;1000315;ExxonMobil Petroleum & Chemical;2000257;ExxonMobil Chemical Belgium;Meerhout;Belgium;Propionaldehyde;60050;Christian Kneist;100091;Nicole Krawczyk
42;1000324;Mosselman S.A.;2056206;Mosselman S.A.;Ghlin;Belgium;TMP;60051;Johan Rinckhout;100091;Nicole Krawczyk
43;1000324;Mosselman S.A.;2056206;Mosselman S.A.;Ghlin;Belgium;N-Butanol;60051;Johan Rinckhout;100091;Nicole Krawczyk
44;1000324;Mosselman S.A.;2056206;Mosselman S.A.;Ghlin;Belgium;2-Ethyl Hexanol;60051;Johan Rinckhout;100091;Nicole Krawczyk
45;1000339;NYCO-STPC;2131050;Société Tournaisienne de Produits;Froyennes (Tournai);Belgium;1,3-Butylene Glycol;60056;Vincent Larger;100091;Nicole Krawczyk
46;1000339;NYCO-STPC;2131050;Société Tournaisienne de Produits;Froyennes (Tournai);Belgium;2-Ethyl Hexanol;60056;Vincent Larger;100091;Nicole Krawczyk
47;1000339;NYCO-STPC;2131050;Société Tournaisienne de Produits;Froyennes (Tournai);Belgium;Heptanoic Acid;60056;Vincent Larger;100091;Nicole Krawczyk
48;1000339;NYCO-STPC;2131050;Société Tournaisienne de Produits;Froyennes (Tournai);Belgium;Pelargonic Acid;60056;Vincent Larger;100091;Nicole Krawczyk
49;1000339;NYCO-STPC;2131050;Société Tournaisienne de Produits;Froyennes (Tournai);Belgium;2-Ethylhexanoic Acid;60056;Vincent Larger;100091;Nicole Krawczyk
50;1000339;NYCO-STPC;2131050;Société Tournaisienne de Produits;Froyennes (Tournai);Belgium;Isononanoic Acid;60056;Vincent Larger;100091;Nicole Krawczyk
51;1000339;NYCO-STPC;2131050;Société Tournaisienne de Produits;Froyennes (Tournai);Belgium;Valeric Acid;60056;Vincent Larger;100091;Nicole Krawczyk
52;1000353;Brenntag N.V.;2130992;Brenntag N.V.;Deerlijk;Belgium;N-Butanol;60051;Johan Rinckhout;100091;Nicole Krawczyk
53;1000353;Brenntag N.V.;2130992;Brenntag N.V.;Deerlijk;Belgium;N-Butyl Acetate;60051;Johan Rinckhout;100091;Nicole Krawczyk
54;1000353;Brenntag N.V.;2130992;Brenntag N.V.;Deerlijk;Belgium;I-Butyl Acetate;60051;Johan Rinckhout;100091;Nicole Krawczyk
55;1000353;Brenntag N.V.;2130992;Brenntag N.V.;Deerlijk;Belgium;Isononanoic Acid;60051;Johan Rinckhout;100091;Nicole Krawczyk
56;1000353;Brenntag N.V.;2130992;Brenntag N.V.;Deerlijk;Belgium;Propionic Acid;60051;Johan Rinckhout;100091;Nicole Krawczyk
57;1000360;BASF Antwerpen N.V.;2133939;BASF Antwerpen N.V.;Kallo;Belgium;Isopropylamine;60080;Michael Harbich;100091;Nicole Krawczyk
58;1000417;Univar Brasil LTDA;2133198;Univar Brasil LTDA;Osasco - SP;Brazil;Isononanoic Acid;60066;Rodrigo Valente;100999;Jesica Analía Gómez
59;1000417;Univar Brasil LTDA;2133198;Univar Brasil LTDA;Osasco - SP;Brazil;Valeric Acid;60066;Rodrigo Valente;100999;Jesica Analía Gómez
60;1000444;Neoquim Industrias Quimicas Ltda;2000376;Neoquim Industrias Quimicas Ltda;Itaquaquecetuba - SP - Brasil;Brazil;2-Ethylhexanoic Acid;60066;Rodrigo Valente;100999;Jesica Analía Gómez
61;1000444;Neoquim Industrias Quimicas Ltda;2000376;Neoquim Industrias Quimicas Ltda;Itaquaquecetuba - SP - Brasil;Brazil;Isononanoic Acid;60066;Rodrigo Valente;100999;Jesica Analía Gómez
62;1000466;RENNER SAYERLACK S/A;2137235;RENNER SAYERLACK S/A - CAJ;Cajamar SP;Brazil;TMP;60066;Rodrigo Valente;100999;Jesica Analía Gómez
63;1000483;Adama Brasil S/A;2075845;Adama Brasil S/A;Londrina;Brazil;Isopropylamine;60066;Rodrigo Valente;100999;Jesica Analía Gómez
64;1000498;Weg Tintas Ltda;2133241;WEG Logística Ltda;Itajaí # SC;Brazil;TMP;60066;Rodrigo Valente;100999;Jesica Analía Gómez
65;1000528;BRENNTAG CANADA INC.;2000451;Brenntag Canada Inc.;Winnipeg;Canada;N-Propanol;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
66;1000528;BRENNTAG CANADA INC.;2000451;Brenntag Canada Inc.;Winnipeg;Canada;N-Propyl Acetate;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
67;1000528;BRENNTAG CANADA INC.;2000452;BRENNTAG CANADA INC.;MONTREAL;Canada;N-Propanol;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
68;1000528;BRENNTAG CANADA INC.;2000452;BRENNTAG CANADA INC.;MONTREAL;Canada;N-Propyl Acetate;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
69;1000528;BRENNTAG CANADA INC.;2000454;BRENNTAG CANADA INC.;TORONTO;Canada;N-Butyl Acetate;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
70;1000536;Univar Canada Ltd.;2000453;Univar Canada Ltd.;Valleyfield;Canada;I-Butyl Acetate;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
71;1000536;Univar Canada Ltd.;2000462;Univar Canada Ltd.;Downsview;Canada;N-Propanol;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
72;1000536;Univar Canada Ltd.;2000462;Univar Canada Ltd.;Downsview;Canada;N-Butyl Acetate;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
73;1000536;Univar Canada Ltd.;2000480;Univar Canada Ltd.;DORVAL;Canada;1,3-Butylene Glycol;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
74;1000536;Univar Canada Ltd.;2137401;Univar Canada Ltd.;Richmond;Canada;1,3-Butylene Glycol;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
75;1000536;Univar Canada Ltd.;2137401;Univar Canada Ltd.;Richmond;Canada;N-Propyl Acetate;60141;Jacqueline Threadgill;101059;Laura Couto Junqueira
76;1000563;Dow Europe GmbH;2131006;VOPAK Terminal;Antwerpen;Belgium;N-Butanol;60004;Rudolf Pohl;100979;Christian Biegierz
77;1000563;Dow Europe GmbH;2131006;VOPAK Terminal;Antwerpen;Belgium;N-Propanol;60004;Rudolf Pohl;100979;Christian Biegierz
78;1000563;Dow Europe GmbH;2132998;DOW Europe GmbH;Böhlen;Germany;N-Butanol;60025;Bodo Ott;100979;Christian Biegierz
79;1000563;Dow Europe GmbH;2133203;Dow Europe GmbH;Marl;Germany;N-Butanol;60025;Bodo Ott;100979;Christian Biegierz
80;1000563;Dow Europe GmbH;2135993;Dow Europe GmbH;Tarragona;Spain;2-Ethyl Hexanol;60051;Johan Rinckhout;100979;Christian Biegierz
81;1000563;Dow Europe GmbH;2136943;Dow Europe GmbH;NM Hoek;Netherlands;Propionaldehyde;60050;Christian Kneist;100979;Christian Biegierz
82;1000572;Brenntag Schweizerhall AG;2130756;Brenntag Schweizerhall AG;Basel;Switzerland;1,3-Butylene Glycol;60025;Bodo Ott;100964;Yvonne Vogelsang
83;1000572;Brenntag Schweizerhall AG;2130756;Brenntag Schweizerhall AG;Basel;Switzerland;I-Butyraldehyde;60025;Bodo Ott;100964;Yvonne Vogelsang
84;1000572;Brenntag Schweizerhall AG;2130756;Brenntag Schweizerhall AG;Basel;Switzerland;N-Butanol;60025;Bodo Ott;100964;Yvonne Vogelsang
85;1000572;Brenntag Schweizerhall AG;2130756;Brenntag Schweizerhall AG;Basel;Switzerland;I-Butanol;60025;Bodo Ott;100964;Yvonne Vogelsang
86;1000572;Brenntag Schweizerhall AG;2130756;Brenntag Schweizerhall AG;Basel;Switzerland;N-Propanol;60025;Bodo Ott;100964;Yvonne Vogelsang
87;1000572;Brenntag Schweizerhall AG;2130756;Brenntag Schweizerhall AG;Basel;Switzerland;2-Ethyl Hexanol;60025;Bodo Ott;100964;Yvonne Vogelsang
88;1000572;Brenntag Schweizerhall AG;2130756;Brenntag Schweizerhall AG;Basel;Switzerland;N-Butyl Acetate;60025;Bodo Ott;100964;Yvonne Vogelsang
89;1000572;Brenntag Schweizerhall AG;2130756;Brenntag Schweizerhall AG;Basel;Switzerland;I-Butyl Acetate;60025;Bodo Ott;100964;Yvonne Vogelsang
90;1000572;Brenntag Schweizerhall AG;2130756;Brenntag Schweizerhall AG;Basel;Switzerland;Isononanal;60025;Bodo Ott;100964;Yvonne Vogelsang
91;1000572;Brenntag Schweizerhall AG;2133756;Brenntag Schweizerhall SA;Avenches;Switzerland;I-Butyraldehyde;60025;Bodo Ott;100964;Yvonne Vogelsang
92;1000572;Brenntag Schweizerhall AG;2133756;Brenntag Schweizerhall SA;Avenches;Switzerland;Isononanal;60025;Bodo Ott;100964;Yvonne Vogelsang
93;1000572;Brenntag Schweizerhall AG;2137232;Firmenich SA;La Plaine;Switzerland;I-Butyraldehyde;60025;Bodo Ott;100964;Yvonne Vogelsang
94;1000574;Clariant Additives (Switzerland) AG;2130225;Clariant Additives (Switzerland) AG;Muttenz 1;Switzerland;Neopentyl Glycol;60025;Bodo Ott;100964;Yvonne Vogelsang
95;1000589;Givaudan Suisse SA;2130866;Givaudan Suisse SA;Vernier;Switzerland;I-Butyraldehyde;60056;Vincent Larger;100964;Yvonne Vogelsang
96;1000589;Givaudan Suisse SA;2130866;Givaudan Suisse SA;Vernier;Switzerland;TCD Alcohol;60056;Vincent Larger;100964;Yvonne Vogelsang
97;1000589;Givaudan Suisse SA;2130866;Givaudan Suisse SA;Vernier;Switzerland;Propionaldehyde;60056;Vincent Larger;100964;Yvonne Vogelsang
98;1000589;Givaudan Suisse SA;2130866;Givaudan Suisse SA;Vernier;Switzerland;N/I Undecanal;60056;Vincent Larger;100964;Yvonne Vogelsang
99;1000589;Givaudan Suisse SA;2132642;Givaudan Schweiz AG;Duebendorf;Switzerland;Isobutyric Acid;60056;Vincent Larger;100964;Yvonne Vogelsang
100;1000595;Lonza AG;2130237;Lonza AG;Visp;Switzerland;N-Butanol;60025;Bodo Ott;100964;Yvonne Vogelsang
101;1000595;Lonza AG;2130237;Lonza AG;Visp;Switzerland;N-Butyl Acetate;60025;Bodo Ott;100964;Yvonne Vogelsang
102;1000595;Lonza AG;2130237;Lonza AG;Visp;Switzerland;Isobutyric Acid;60025;Bodo Ott;100964;Yvonne Vogelsang
103;1000613;Firmenich SA;2000530;Firmenich SA;La Plaine;Switzerland;N-Butyraldehyde;60191;Cedric Chua;100964;Yvonne Vogelsang
104;1000613;Firmenich SA;2000530;Firmenich SA;La Plaine;Switzerland;TCD Alcohol;60191;Cedric Chua;100964;Yvonne Vogelsang
105;1000614;Contimpex SA;2003782;Solventas Installations;Gebze;Turkey;N-Butyl Acetate;60025;Bodo Ott;101059;Laura Couto Junqueira
106;1000614;Contimpex SA;2130837;Solventas Teknik Depolama AS;Istanbul;Turkey;N-Butanol;60025;Bodo Ott;100964;Yvonne Vogelsang
107;1000614;Contimpex SA;2130837;Solventas Teknik Depolama AS;Istanbul;Turkey;I-Butanol;60025;Bodo Ott;100964;Yvonne Vogelsang
108;1000614;Contimpex SA;2130837;Solventas Teknik Depolama AS;Istanbul;Turkey;2-Ethyl Hexanol;60025;Bodo Ott;100964;Yvonne Vogelsang
109;1000614;Contimpex SA;2130837;Solventas Teknik Depolama AS;Istanbul;Turkey;N-Butyl Acetate;60025;Bodo Ott;100964;Yvonne Vogelsang
110;1000614;Contimpex SA;2130838;Soditas Solvent;Kabatas - Istanbul;Turkey;N-Butanol;60025;Bodo Ott;100964;Yvonne Vogelsang
111;1000614;Contimpex SA;2135650;Contimpex S.A.;Geneve;Switzerland;N-Propanol;60025;Bodo Ott;101059;Laura Couto Junqueira
112;1000614;Contimpex SA;2136473;Ela Kimyevi Madd. San. Ve Tic. A.S.;Tuzla Istanbul;Turkey;Neopentyl Glycol;60025;Bodo Ott;100964;Yvonne Vogelsang
113;1000614;Contimpex SA;2137257;Ilerikim Tekstil Kimya ve;Istanbul;Turkey;N-Propanol;60025;Bodo Ott;101059;Laura Couto Junqueira
114;1000614;Contimpex SA;2137257;Ilerikim Tekstil Kimya ve;Istanbul;Turkey;N-Propyl Acetate;60025;Bodo Ott;101059;Laura Couto Junqueira
115;1000614;Contimpex SA;2137261;Mikro Teknik Kimyevi Mad.Lab;Kestel;Turkey;N-Propanol;60025;Bodo Ott;101059;Laura Couto Junqueira
116;1000614;Contimpex SA;2137277;Ertar Kimya Tarim Urunleri;Adana;Turkey;Isopropylamine;60025;Bodo Ott;100964;Yvonne Vogelsang
117;1000614;Contimpex SA;2137396;Siegwerk Baski Mürekkep. San. Ve Ti;Istanbul;Turkey;N-Propanol;60025;Bodo Ott;100964;Yvonne Vogelsang
118;1000614;Contimpex SA;2137667;Poleks Kimya Sanayi ve;Istanbul - Esenyurt;Turkey;TMP;60025;Bodo Ott;100964;Yvonne Vogelsang
119;1000614;Contimpex SA;2137716;Kimteks Poliuretan San Ve Tic A.S.;Istanbul;Turkey;TMP;60025;Bodo Ott;100964;Yvonne Vogelsang
120;1000614;Contimpex SA;2137732;KCC Boya San. ve Tic. Ltd. Sti.;Gebze Organize Sanayi Bolgesi, Koca;Turkey;N-Propanol;60025;Bodo Ott;100964;Yvonne Vogelsang
121;1000614;Contimpex SA;2137791;Kobe Poliuretan San. Ve Tic A.S.;Sariyer, Istanbul;Turkey;TMP;60025;Bodo Ott;100964;Yvonne Vogelsang
122;1000614;Contimpex SA;2137888;Flokser Tekstil San Ve Tic A.S.;Arnavutköy Istanbul;Turkey;TMP;60025;Bodo Ott;100964;Yvonne Vogelsang
123;1000622;Univar AG;2000539;Univar Birmensdorf;Birmensdorf;Switzerland;I-Butanol;60056;Vincent Larger;100964;Yvonne Vogelsang
124;1000622;Univar AG;2000539;Univar Birmensdorf;Birmensdorf;Switzerland;3G8;60056;Vincent Larger;100964;Yvonne Vogelsang
125;1000622;Univar AG;2137387;Univar AG;Zuerich;Switzerland;I-Butyl Acetate;60025;Bodo Ott;101059;Laura Couto Junqueira
126;1000630;Aliancys AG;2003020;Aliancys Italia S.R.L.;Filago;Italy;TMP;60051;Johan Rinckhout;101000;Milouda El Baghdadi
127;1000630;Aliancys AG;2003020;Aliancys Italia S.R.L.;Filago;Italy;Neopentyl Glycol;60051;Johan Rinckhout;101000;Milouda El Baghdadi
128;1000630;Aliancys AG;2076070;Aliancys France SAS;Compiegne;France;TMP;60051;Johan Rinckhout;101000;Milouda El Baghdadi
129;1000630;Aliancys AG;2076070;Aliancys France SAS;Compiegne;France;Neopentyl Glycol;60051;Johan Rinckhout;101000;Milouda El Baghdadi
130;1000630;Aliancys AG;2130340;Aliancys Nederland B.V.;Schoonebeek;Netherlands;TMP;60051;Johan Rinckhout;101000;Milouda El Baghdadi
131;1000630;Aliancys AG;2130340;Aliancys Nederland B.V.;Schoonebeek;Netherlands;Neopentyl Glycol;60051;Johan Rinckhout;101000;Milouda El Baghdadi
132;1000646;Clariant (Chile) Ltda;2131768;Clariant (Chile) Ltda;Maipu - Santiago;Chile;Zorgols;60004;Rudolf Pohl;100999;Jesica Analía Gómez
133;1000751;NCM INTERNATIONAL CO., LTD.;2055681;NCM INTERNATIONAL CO., LTD.;HUANGPU;China;Isononanoic Acid;60009;Eddie Chen;100934;Jewel Chew
134;1000755;Bronson & Jacobs (H.K.) Ltd.;2000734;BRONSON & JACOBS (H.K.) LTD.;SHANGHAI;China;1,3-Butylene Glycol;60009;Eddie Chen;101084;Cecilia Fock
135;1000755;Bronson & Jacobs (H.K.) Ltd.;2132522;BRONSON & JACOBS (H.K.) LTD.;GUANGZHOU;China;1,3-Butylene Glycol;60009;Eddie Chen;101084;Cecilia Fock
136;1000784;TOPSHIP CHEMICAL CO LTD;2134622;Topship Chemical Co., Ltd.;Fangcun;China;TMP;60009;Eddie Chen;101054;Valerie Quek
137;1000784;TOPSHIP CHEMICAL CO LTD;2134622;Topship Chemical Co., Ltd.;Fangcun;China;Neopentyl Glycol;60009;Eddie Chen;101054;Valerie Quek
138;1000829;SUCROAL S.A.;2000816;SUCROAL S.A.;BUENAVENTURA;Colombia;N-Butanol;60186;Pablo Ortiz;101014;Nelcy Dettmann
139;1000829;SUCROAL S.A.;2000816;SUCROAL S.A.;BUENAVENTURA;Colombia;I-Butanol;60186;Pablo Ortiz;101014;Nelcy Dettmann
140;1000829;SUCROAL S.A.;2000816;SUCROAL S.A.;BUENAVENTURA;Colombia;N-Propanol;60186;Pablo Ortiz;101014;Nelcy Dettmann
141;1000873;Brenntag CR s.r.o.;2131928;Brenntag CR s.r.o.;Praha 9;Czech Republic;N-Butanol;60050;Christian Kneist;100091;Nicole Krawczyk
142;1000873;Brenntag CR s.r.o.;2131928;Brenntag CR s.r.o.;Praha 9;Czech Republic;2-Ethyl Hexanol;60050;Christian Kneist;100091;Nicole Krawczyk
143;1000873;Brenntag CR s.r.o.;2131928;Brenntag CR s.r.o.;Praha 9;Czech Republic;N-Butyl Acetate;60050;Christian Kneist;100091;Nicole Krawczyk
144;1000873;Brenntag CR s.r.o.;2131928;Brenntag CR s.r.o.;Praha 9;Czech Republic;I-Butyl Acetate;60050;Christian Kneist;101059;Laura Couto Junqueira
145;1000904;Zschimmer & Schwarz GmbH;2131775;Zschimmer & Schwarz GmbH;Lahnstein;Germany;1,3-Butylene Glycol;60048;Katharina Rogers;101059;Laura Couto Junqueira
146;1000904;Zschimmer & Schwarz GmbH;2131775;Zschimmer & Schwarz GmbH;Lahnstein;Germany;2-Ethyl Hexanol;60048;Katharina Rogers;100944;Sabrina Becker
147;1000904;Zschimmer & Schwarz GmbH;2131775;Zschimmer & Schwarz GmbH;Lahnstein;Germany;Propionaldehyde;60048;Katharina Rogers;100944;Sabrina Becker
148;1000904;Zschimmer & Schwarz GmbH;2131775;Zschimmer & Schwarz GmbH;Lahnstein;Germany;Isononanol;60048;Katharina Rogers;100944;Sabrina Becker
149;1000904;Zschimmer & Schwarz GmbH;2131775;Zschimmer & Schwarz GmbH;Lahnstein;Germany;2-Ethylhexylamine;60048;Katharina Rogers;100944;Sabrina Becker
150;1000990;Bayer CropScience AG;2000921;Bayer CropScience AG;Dormagen;Germany;N-Butanol;60048;Katharina Rogers;100944;Sabrina Becker
151;1000990;Bayer CropScience AG;2000921;Bayer CropScience AG;Dormagen;Germany;Propionaldehyde;60048;Katharina Rogers;100944;Sabrina Becker
152;1000990;Bayer CropScience AG;2130613;Bayer CropScience AG;Dormagen;Germany;2-Ethyl Hexanol;60048;Katharina Rogers;100944;Sabrina Becker
153;1000990;Bayer CropScience AG;2130620;Bayer CropScience AG;Hürth;Germany;N-Butanol;60048;Katharina Rogers;100944;Sabrina Becker
154;1000990;Bayer CropScience AG;2131743;BCS PS-GAIO-DOR;Dormagen;Germany;N-Butanol;60048;Katharina Rogers;100944;Sabrina Becker
155;1000994;Ilco Chemikalien GmbH;2132906;ILCO Chemikalien GmbH;Erkelenz;Germany;Pelargonic Acid;60048;Katharina Rogers;101059;Laura Couto Junqueira
156;1001008;Additiv-Chemie Luers GmbH;2131823;Additiv-Chemie Luers GmbH;Delmenhorst;Germany;Heptanoic Acid;60048;Katharina Rogers;101059;Laura Couto Junqueira
157;1001008;Additiv-Chemie Luers GmbH;2131823;Additiv-Chemie Luers GmbH;Delmenhorst;Germany;Pelargonic Acid;60048;Katharina Rogers;101059;Laura Couto Junqueira
158;1001008;Additiv-Chemie Luers GmbH;2131823;Additiv-Chemie Luers GmbH;Delmenhorst;Germany;Isononanoic Acid;60048;Katharina Rogers;101089;Silke Gertz
159;1001017;BASF SE;2000940;BASF SE;Ludwigshafen;Germany;1,3-Butylene Glycol;60048;Katharina Rogers;101004;Marcel Koch
160;1001017;BASF SE;2001688;BASF SE;Ludwigshafen;Germany;Isononanoic Acid;60048;Katharina Rogers;101004;Marcel Koch
161;1001017;BASF SE;2001688;BASF SE;Ludwigshafen;Germany;Isobutyric Acid;60048;Katharina Rogers;101004;Marcel Koch
162;1001017;BASF SE;2001688;BASF SE;Ludwigshafen;Germany;Valeric Acid;60048;Katharina Rogers;101004;Marcel Koch
163;1001017;BASF SE;2001688;BASF SE;Ludwigshafen;Germany;Butyric Acid;60048;Katharina Rogers;101004;Marcel Koch
164;1001017;BASF SE;2131046;BASF SE;Ludwigshafen;Germany;N-Butyraldehyde;60004;Rudolf Pohl;101004;Marcel Koch
165;1001017;BASF SE;2131046;BASF SE;Ludwigshafen;Germany;I-Butyraldehyde;60004;Rudolf Pohl;101004;Marcel Koch
166;1001017;BASF SE;2131046;BASF SE;Ludwigshafen;Germany;I-Butanol;60004;Rudolf Pohl;101004;Marcel Koch
167;1001017;BASF SE;2131046;BASF SE;Ludwigshafen;Germany;2-Ethyl Hexanol;60004;Rudolf Pohl;101004;Marcel Koch
